2008-06-01,44.666666666666664,29.166666666666668,50.5
2008-07-01,44.25,29.0,50.666666666666664
2008-08-01,44.166666666666664,29.0,50.166666666666664
2008-09-01,43.833333333333336,29.083333333333332,50.916666666666664
2008-10-01,43.833333333333336,29.083333333333332,52.666666666666664
2008-11-01,43.75,29.166666666666668,53.333333333333336
2008-12-01,44.083333333333336,29.25,53.916666666666664
2009-01-01,44.083333333333336,29.25,54.0
2009-02-01,44.0,29.25,54.666666666666664
2009-03-01,44.166666666666664,29.166666666666668,55.083333333333336
2009-04-01,44.333333333333336,29.25,55.5
2009-05-01,44.583333333333336,29.333333333333332,55.916666666666664
2009-06-01,44.916666666666664,29.416666666666668,56.416666666666664
2009-07-01,45.166666666666664,29.416666666666668,56.833333333333336
2009-08-01,45.583333333333336,29.333333333333332,57.583333333333336
2009-09-01,45.75,29.166666666666668,57.5
2009-10-01,45.833333333333336,29.166666666666668,56.166666666666664
2009-11-01,46.0,29.083333333333332,55.666666666666664
2009-12-01,46.083333333333336,29.083333333333332,55.416666666666664
2010-01-01,46.5,29.083333333333332,55.166666666666664
2010-02-01,46.833333333333336,29.166666666666668,54.75
2010-03-01,47.083333333333336,29.333333333333332,54.333333333333336
2010-04-01,47.25,29.333333333333332,54.25
2010-05-01,47.333333333333336,29.333333333333332,54.416666666666664
2010-06-01,47.333333333333336,29.333333333333332,54.166666666666664
2010-07-01,47.416666666666664,29.416666666666668,53.583333333333336
2010-08-01,47.416666666666664,29.5,53.083333333333336
2010-09-01,47.75,29.583333333333332,52.583333333333336
2010-10-01,47.833333333333336,29.75,52.083333333333336
2010-11-01,48.0,29.833333333333332,51.833333333333336
2010-12-01,48.0,29.916666666666668,51.75
2011-01-01,48.333333333333336,30.25,51.75
2011-02-01,48.583333333333336,30.5,51.5
2011-03-01,48.833333333333336,30.75,51.333333333333336
2011-04-01,49.5,30.916666666666668,50.75
2011-05-01,50.166666666666664,31.166666666666668,50.333333333333336
2011-06-01,50.583333333333336,31.5,50.0
2011-07-01,50.916666666666664,31.583333333333332,49.833333333333336
2011-08-01,51.25,31.833333333333332,50.25
2011-09-01,51.416666666666664,32.166666666666664,50.083333333333336
2011-10-01,51.666666666666664,32.416666666666664,50.0
2011-11-01,52.166666666666664,32.833333333333336,49.833333333333336
2011-12-01,52.583333333333336,33.166666666666664,49.5
2012-01-01,52.833333333333336,33.416666666666664,48.916666666666664
2012-02-01,53.166666666666664,33.666666666666664,48.666666666666664
2012-03-01,53.416666666666664,33.833333333333336,48.333333333333336
2012-04-01,53.166666666666664,34.083333333333336,48.0
2012-05-01,53.0,34.25,47.75
2012-06-01,53.0,34.5,47.333333333333336
2012-07-01,53.25,35.083333333333336,47.0
2012-08-01,53.5,35.333333333333336,46.083333333333336
2012-09-01,53.583333333333336,35.583333333333336,45.583333333333336
2012-10-01,53.416666666666664,35.583333333333336,45.166666666666664
2012-11-01,53.0,35.5,44.75
2012-12-01,52.833333333333336,35.5,44.416666666666664
2013-01-01,52.916666666666664,35.583333333333336,44.583333333333336
2013-02-01,53.0,35.583333333333336,44.5
2013-03-01,53.166666666666664,35.75,44.416666666666664
2013-04-01,53.333333333333336,36.0,44.583333333333336
2013-05-01,53.333333333333336,36.25,44.5
2013-06-01,53.583333333333336,36.416666666666664,44.5
2013-07-01,53.583333333333336,36.416666666666664,44.666666666666664
2013-08-01,53.25,36.583333333333336,44.75
2013-09-01,53.333333333333336,36.75,44.833333333333336
2013-10-01,53.333333333333336,37.166666666666664,45.0
2013-11-01,53.5,37.583333333333336,45.166666666666664
2013-12-01,53.5,37.916666666666664,45.333333333333336
2014-01-01,53.166666666666664,38.25,45.333333333333336
2014-02-01,52.75,38.833333333333336,45.416666666666664
2014-03-01,52.333333333333336,39.333333333333336,45.5
2014-04-01,51.916666666666664,39.583333333333336,45.416666666666664
2014-05-01,51.5,39.833333333333336,45.25
2014-06-01,51.0,40.0,45.333333333333336
2014-07-01,50.416666666666664,40.333333333333336,45.25
2014-08-01,50.083333333333336,40.416666666666664,45.083333333333336
2014-09-01,49.583333333333336,40.333333333333336,45.166666666666664
2014-10-01,49.333333333333336,40.333333333333336,45.166666666666664
2014-11-01,49.0,40.333333333333336,45.0
2014-12-01,48.666666666666664,40.5,45.166666666666664
2015-01-01,48.083333333333336,40.583333333333336,45.166666666666664
2015-02-01,47.666666666666664,40.5,45.166666666666664
2015-03-01,47.416666666666664,40.5,45.083333333333336
2015-04-01,47.083333333333336,40.666666666666664,45.083333333333336
2015-05-01,46.916666666666664,40.833333333333336,45.083333333333336
2015-06-01,46.833333333333336,41.083333333333336,45.166666666666664
2015-07-01,46.75,41.166666666666664,45.25
2015-08-01,46.666666666666664,41.416666666666664,45.583333333333336
2015-09-01,46.416666666666664,41.833333333333336,45.583333333333336
2015-10-01,46.333333333333336,42.083333333333336,45.5
2015-11-01,46.083333333333336,42.5,45.5
2015-12-01,46.083333333333336,42.833333333333336,45.333333333333336
2016-01-01,45.833333333333336,43.166666666666664,45.166666666666664
2016-02-01,45.833333333333336,43.416666666666664,45.083333333333336
2016-03-01,45.583333333333336,43.75,44.916666666666664
2016-04-01,45.5,43.916666666666664,44.666666666666664
2016-05-01,45.416666666666664,44.333333333333336,44.5
2016-06-01,45.083333333333336,44.666666666666664,44.5
2016-07-01,44.75,46.0,44.083333333333336
2016-08-01,44.666666666666664,46.833333333333336,43.5
2016-09-01,44.666666666666664,47.333333333333336,43.166666666666664
2016-10-01,44.5,47.666666666666664,42.75
2016-11-01,44.5,47.833333333333336,42.833333333333336
